formation,"parmi les enseignements fournis par l'ecole, quels sont ceux qui meriteraient d'etre approfondis ou renforces ?"
Systemes Embarques (SE - apprentissage),Electronique gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),management gestion de projet
Energetique - energies Renouvelables (EnR),Enseignements lies au monde du travail
Informatique et Gestion (IG),GENIE LOGICIEL
Informatique et Gestion (IG),experience utilisateur
Informatique et Gestion (IG),Le genie logiciel
Informatique et Gestion (IG),Gestion de projet
Informatique et Gestion (IG),J2EE Anglais Oracle Communication
Informatique et Gestion (IG),Nouvelles technologies
Informatique et Gestion (IG),Architecture/Programmation
Informatique et Gestion (IG),developpement web
Informatique et Gestion (IG),Management Conseil
Materiaux (MAT),Je pense que les nanomateriaux devraient etre plus aborde. Car c'est un secteur porteur dans tous les domaines.
Materiaux (MAT),Gestion de projet communication 
Materiaux (MAT),Gestion de projets resistance des materiaux 
Materiaux (MAT),Materiaux mais plus dans une vision industrielle et pratique Une formation a approfondir enormement en VBA
Materiaux (MAT),Formation de la methode des elements finis trop courte peu le temps d'assimiler Savoir chercher des offres de stage sites methode 
Materiaux (MAT),Matieres liees au monde de l'entreprise concrete.
Materiaux (MAT),Je pense qu'on devrait se specialiser dans des domaines tels que la production la R&D la qualite le supply chain ... plutot que d'etre specialise de maniere plus technique sur la physico-chimie ou bien la mecanique des materiaux.
Materiaux (MAT),Resistance des materiaux  
Materiaux (MAT),Management gestion de projets 
Materiaux (MAT),Les logiciels enseignes ne sont pas ceux utilises en entreprise et provoquent ainsi un manque de competence. La gestion de projet devrait aussi etre approfondie et rajouter des notions de production et/ou industrialisation (machines speciales etc..)
Mecanique et Interactions (MI),Les base de calculs structuraux sont faibles
Mecanique et Interactions (MI),La conception assiste par ordinateur 
Mecanique et Interactions (MI),Specifiquement en MI j'aurai aime avoir un background en conception mecanique ainsi qu'en energie plus important. Cependant la formation est deja tres charge et tres heteroclite. 
Mecanique et Interactions (MI),Calcul de structure (apprentissage d'un logiciel type de Robot tres utilise dans l'industrie)
Mecanique et Interactions (MI),L'outil numerique de la simulation par elements finis.   On a bien vu la theorie mais on est reste trop en surface pour la pratique en TP.   Pas assez d'etude de convergence aux maillages de validation de modeles.   Avoir plus de projet (un par semestre) serait egalement une bonne chose (en reduisant les cours d'economie et de gestion) 
Mecanique et Interactions (MI),En  MI: mettre plus l'accent sur l'informatique scientifique qui est l'or de demain
Mecanique Structures Industrielles (MSI - apprentissage),- Gestion de Projet - Qualite - Calculs flexibilite  
Mecanique Structures Industrielles (MSI - apprentissage),Les matieres fondamentales de la formation (mecanique conception)
Mecanique Structures Industrielles (MSI - apprentissage),Anglais
Mecanique Structures Industrielles (MSI - apprentissage),Mecanique generale
Genie Biologique et Agroalimentaires (GBA),Je ne vois rien a ajouter quant aux enseignements. Je les trouve dans l'ensemble pertinents et de qualite.
Mecanique Structures Industrielles (MSI - apprentissage),Mathematique et dimensionnement de structures
Sciences et Technologies de l'Eau (STE),Les cours concernant les filieres de traitement ecologiques meriteraient d'etre plus approfondis ainsi que ceux sur le gestion des ecosystemes aquatiques.
Sciences et Technologies de l'Eau (STE),Utilisation des logiciels pour la simulation des ecoulements a surface libre et en reseau
Sciences et Technologies de l'Eau (STE),Hydraulique (plus de logiciels testes) / Bien definir pour l'hydraulique le domaine d'application: hydraulique en charge (AEP) et hydraulique a surface libre (Eaux usees/pluviales) / SIG (en beaucoup plus developpe).
Sciences et Technologies de l'Eau (STE),-
Sciences et Technologies de l'Eau (STE),_ Organisation administrative du monde de l'eau en France: competences des EPCI dans le domaine presentation des grandes institution du milieu (Agence de l'eau Police de l'Eau Satese...)  _ Genie civil / conduction de travaux / Marches publics  _ SIG!! 
Sciences et Technologies de l'Eau (STE),la prise en main des outils (logiciels etc.) necessaires pour la modelisation hydraulique (pas assez de logiciels vu ni les plus pertinents).
Sciences et Technologies de l'Eau (STE),Un enseignement sur le Genie Civil plutot qu'une intervention tardive en 5eme annee Un enseignement sur le SIG en 4A mene par un projet plutot que par des cours theoriques
Sciences et Technologies de l'Eau (STE),Organisation du temps de travail / management de projet  Modelisation hydraulique 
Eau et Genie Civil (EGC - apprentissage),Autocad
Eau et Genie Civil (EGC - apprentissage),Beaucoup de matieres techniques realisees par des enseignants de Polytech ou de l'IUT de Nimes (hydraulique en charge hydraulique en surface libre microbiologie genie civil preparation de chantier...). Nous n'approfondissons pas du tout les sujets il ne sont pas assez concrets et realistes. Les quelques notions que nous apprenons en classe ne sont pas transmissibles dans un cadre professionnel. Les enseignements brefs realises par les intervenants exterieurs sont beaucoup plus interessants alors qu'enseigner n'est pas leur metier premier.
Eau et Genie Civil (EGC - apprentissage),Enseignements a dominante genie civil
Eau et Genie Civil (EGC - apprentissage),hydrologie (Bassins versants champs captants...)
Eau et Genie Civil (EGC - apprentissage),Management de Projet 
Genie Biologique et Agroalimentaires (GBA),Ensiegnements de bioetchnologies
Genie Biologique et Agroalimentaires (GBA),la grande majorite. les connaissances en formulation en procede les cours de bases doivent etre approfondis au lieu d'avancer trop rapidement et de multiplier les cours et les thematiques. 
Genie Biologique et Agroalimentaires (GBA),Passer plus de temps a faire de l'analyse sensorielle. J'ai eu plusieurs retours negatifs lors de mes demandes de stage car je n'avais pas assez fait d'analyse sensorielle. Sur 10 entreprises 9 favorisaient l'analyse sensorielle et trouvaient l'analyse statistique inutile (surtout les plans d'experiences).   Et 
Genie Biologique et Agroalimentaires (GBA),Formulation
Genie Biologique et Agroalimentaires (GBA),Les cours de gestion de projet les projets en eux-meme pour gerer l'equipe et la planification
Genie Biologique et Agroalimentaires (GBA),QHSE
Genie Biologique et Agroalimentaires (GBA),Communication marketing droit outils pour chercher un emploi statistiques pour gerer des projets de recherche seconde langue
Genie Biologique et Agroalimentaires (GBA),La connaissance du logiciel SAP 
Genie Biologique et Agroalimentaires (GBA),Cf ci dessus
Genie Biologique et Agroalimentaires (GBA),Anglais
Genie Biologique et Agroalimentaires (GBA),Les cours sur les ERP
Genie Biologique et Agroalimentaires (GBA),Gestion de projet anglais maths
Genie Biologique et Agroalimentaires (GBA),Amelioration continue 
Genie Biologique et Agroalimentaires (GBA),Management projet droit organisation d'une entreprise
Genie Biologique et Agroalimentaires (GBA),/
Materiaux (MAT),Avoir plus de cours 'culture generale' en materiaux etre capable de savoir pourquoi on utilise tel ou tel element chimique ce qu'il peut apporter... Ce sont des choses qui sont abordees en Verres Ceramiques Metaux mais qui pourraient selon moi etre approfondies. 
Mecanique et Interactions (MI),Il est indispensable d'approfondir la formation sur des logiciels elements finis utilises dans l'industrie tel qu'Ansys (classique et Workbench que nous ne voyons que trop peu). Meme si la theorie de la MEF est indispensable il ne faut pas negliger l'aspect application de cette theorie a des cas concrets a l'aide de logiciel utilise par les entreprises.
Microelectronique Et Automatique (MEA),Insertion Professionnelle (pas seulement pour demander un stage ou emploi mais il faut aussi la formation sur l'integration dans l'entreprise)
Microelectronique Et Automatique (MEA),Travaux Pratique concrets et partenariat avec enteprises
Microelectronique Et Automatique (MEA),Droit approfondir droits / devoirs des entreprises et ceux du salarie
Mecanique Structures Industrielles (MSI - apprentissage),l'anglais principalement
Microelectronique Et Automatique (MEA),Les options robotiques les cours de programmation et d'automatique.
Microelectronique Et Automatique (MEA),Management
Microelectronique Et Automatique (MEA),Fonctionnement et architecture des microControlleurs/processeurs utilisation linux
Microelectronique Et Automatique (MEA),Informatique Industrielle OS temps reel (type Linux)
Microelectronique Et Automatique (MEA),robotique automatique
Microelectronique Et Automatique (MEA),Developpement sur microcontrolleur
Genie Biologique et Agroalimentaires (GBA),/
Genie Biologique et Agroalimentaires (GBA),Cours technologiques et cours alimentaires : les rendre plus reels avec des problematiques professionnelles (manque de concret). 
Genie Biologique et Agroalimentaires (GBA),communication
Genie Biologique et Agroalimentaires (GBA),toutes les competences informatiques projet ATA management
Genie Biologique et Agroalimentaires (GBA),En QHSE il manque des formations en TP faire plus d'exemples etc Approfondir la biochimie + les cours avec M. Sanchez etaient interessants mais trop peu approfondis
Energetique - energies Renouvelables (EnR),Tour ceux en rapport avec la pratique la vraie vie par exemple lors de mon stage j'exercais le metier de developpeur PV alors que je ne savais meme pas ce qu'etait un appel d'offre alors que je connaissais tous les differents composants d'une cellule solaire a couche mince. De toute facon la formation ENR n'existe plus alors je pense que cela nous fait tous une belle jambe
Energetique - energies Renouvelables (EnR),ENR thermiques en general (biomasse geothermie etc.)
Energetique - energies Renouvelables (EnR),Tout s'apprend sur le tas. 
Energetique - energies Renouvelables (EnR),Sciences des materiaux
Informatique et Gestion (IG),Nouvelles methodes de gestions de projet : agilite SCRUM facilitation...
Informatique et Gestion (IG),Insertion pro  Connaissance d'une DSI Agilite / methode de gestion de projet 
Informatique et Gestion (IG),Gestion de projet et management d'equipe.
Mecanique et Interactions (MI),- Le management en general - Les cours sur le developpement durable (eco-conception)
Materiaux (MAT),utilisation d'outils informatiques et statistiques
Materiaux (MAT),Excel informatique et des plus de projets industriels.
Materiaux (MAT),Physique du solide
Materiaux (MAT),Base de donnees Access et excel vba Management
Materiaux (MAT),Pratique industrielle
Materiaux (MAT),Physique des semi conducteurs Programmation informatique.
Materiaux (MAT),Developper les competences en logiciel notamment CATIA V5 Augmenter les heures de cours d'anglais.
Materiaux (MAT),polymere composites : mise en forme plastique/injection (un des plus gros secteurs de l'industrie et on ne decouvre pas les machines et parametres d'injections)
Mecanique Structures Industrielles (MSI - apprentissage),Management Gestion de projet
Mecanique Structures Industrielles (MSI - apprentissage),Informatique. Manipulation d'Excel des macros etc.
Eau et Genie Civil (EGC - apprentissage),Management
Eau et Genie Civil (EGC - apprentissage),Approfondir les enseignements techniques.
Eau et Genie Civil (EGC - apprentissage),Les aspects techniques de la formation: l'hydraulique en charge et a surface libre ainsi que le dimensionnement d'ouvrage (GC).  
Eau et Genie Civil (EGC - apprentissage),D'une maniere generale il faut axer davantage le programme sur ce qui est reellement realise en entreprise. Il est parfois plus utile d'apprendre des dimensionnements de base (genie civil hydrauliques traitement..) avec des cas concrets provenant du milieu plutot que des cours axes sur le theorique et des dimensionnements necessaire pour un chercheur.  Clairement ca ferait davantage la difference pour l'insertion et la vie professionnelle 
Eau et Genie Civil (EGC - apprentissage),Procedes 
Systemes Embarques (SE - apprentissage),gestion de projet et les outils associes
Sciences et Technologies de l'Eau (STE),Hydraulique/ Modelisation Marches publics Reglementation VBA
Sciences et Technologies de l'Eau (STE),Ecologie
Sciences et Technologies de l'Eau (STE),Logiciels informatique Autocad Covadis ...
Sciences et Technologies de l'Eau (STE),Hydraulique : avoir quelques cours sur l'hydroelectricite + plus de visites d'ouvrage pour decrypter des situations reelles. (idem pour les autres cours comme le traitement des eaux...) Communication : mieux apprendre a s'exprimer a l'oral (pour les entretiens d'embauche futurs les presentations de projet ...) Anglais : renforcer l'oral notamment Informatique : les outils infos sont indispensables dans tous les metiers. Je suis satisfaite d'avoir eu des cours sur VBA (qui me servent regulierement dans mon travail). En revanche je suis decue de ne pas avoir eu davantage de cours sur d'autres outils : codage en Python SIG (tres important) et AutoCAD. D'une maniere generale renforcer l'interactivite dans les cours la reflexion 'pratique' (calculs de coin de table reflexes...) le terrain et les projets (trop de passivite dans de nombreux cours et au final peu de connaissances conservees meme quelques mois apres). Dans chaque cours : integrer des references d'ouvrages 'pour aller plus loin' afin que nous puissions avoir des reflexes d'ouvrages tres importants a aller consulter plus tard en poste pour approfondir les notions vues en cours assez superficielles.
Sciences et Technologies de l'Eau (STE),Connaissance des vegetaux Restauration de milieux Ecologie aquatique 
Sciences et Technologies de l'Eau (STE),- La reglementation environnementale - Le code des marches publics - Le genie civil des ouvrages hydrauliques
Sciences et Technologies de l'Eau (STE),sante et securite droit du travail
Sciences et Technologies de l'Eau (STE),La modelisation hydraulique qui beneficie de tres peu d'heures alors qu'elle est est essentiel par la suite que ce soit pour l'eau pluviale usee ou potable ou tout simplement la modelisation de cours d'eau.
Sciences et Technologies de l'Eau (STE),ecologie
Sciences et Technologies de l'Eau (STE),Celles sur les logiciels
Sciences et Technologies de l'Eau (STE),Maitrise d'&oeliguvre 
Sciences et Technologies de l'Eau (STE),Le francais meriterait d'etre remis a l'ordre du jour. Il est desolant de lire des rapports d'etudes ou des propositions faites en reponse a des appels d'offre bourres de faute d'orthographe.  Les enseignements en hydraulique fluviale/marine meriteraient d'etre renforces d'un volet morphologie/eco morphologie.
Sciences et Technologies de l'Eau (STE),1)Droit de l'environnement et pratique du Code de l'environnement. 2)Maitrise d'oeuvre 3)Pratique des SIG
Sciences et Technologies de l'Eau (STE),Automatisme Electricite Modelisation hydraulique
Mecanique et Interactions (MI),Management de projet / Communication Ce sont des fondamentaux dans la vie d'entreprise. De ce que j'ai pu voir jusqu'ici toutes travaillent plus ou moins en mode projet font des reunions d'avancement utilisent des outils de gestion de projet (Todo list Kanban Gantt...). Autant de themes qui ne sont pas abordes ou seulement survoles le temps d'un semestre. L'ideal serait de pouvoir enseigner un maximum de matiere en mode projet et donner une vraie visibilite aux etudiants sur ce qu'on va attendre d'eux en dehors de l'ecole. Avec de vrais thematiques cela leur permettra egalement de mettre en pratique des notions parfois trop abstraites.
Genie Biologique et Agroalimentaires (GBA),Enseignement concernant l'environnement en STIA 
Energetique - energies Renouvelables (EnR),Electronique (applique) Electricite (appliquee) Informatique SIG
Microelectronique Et Automatique (MEA),droit economie
Genie Biologique et Agroalimentaires (GBA),Visite d'entreprises
Microelectronique Et Automatique (MEA),Aucun
Sciences et Technologies de l'Eau (STE),Automatisme
Materiaux (MAT),Gestion de projet management 
Microelectronique Et Automatique (MEA),Informatique Outils de versioning (SVN Git) Methodes agiles -> Scrum/JIRA (utilise partout ou j'ai travaille = 3 emplois)
Genie Biologique et Agroalimentaires (GBA),tout ce qui est lie a la gestion d'entreprise puisque dans le vie professionnelle on est amene a communiquer avec tous types de services 
Sciences et Technologies de l'Eau (STE),Gestion de projet decouverte des metiers d'ingenieurs dans le domaine de l'eau
Energetique - energies Renouvelables (EnR),Communication
Mecanique et Interactions (MI),Plus de Conception mecanique.
Materiaux (MAT),Ce sont surtout la possibilite de prendre contact avec le monde industriel
Materiaux (MAT),Management de Projet Insertion Professionnelle
Informatique et Gestion (IG),Le developpement web meriterait d'etre approfondi
Energetique - energies Renouvelables (EnR),Projets plus 'concrets' en lien avec le monde reel du travail (travail avec des entreprises projets reels etc)
Sciences et Technologies de l'Eau (STE),gestion de projets
Eau et Genie Civil (EGC - apprentissage),Code des marches
Informatique et Gestion (IG),Developpement web et mobile Communication 
Microelectronique Et Automatique (MEA),Reseaux
Sciences et Technologies de l'Eau (STE),Projet sur logiciels de Systeme d'Information Geographique
Sciences et Technologies de l'Eau (STE),Contact avec le milieu professionnel Liberte dans le choix du stage/creation d'entreprise
Genie Biologique et Agroalimentaires (GBA),Management
Energetique - energies Renouvelables (EnR),Travaux Pratiques Visite sur site
Mecanique Structures Industrielles (MSI - apprentissage),La gestion de projet
Eau et Genie Civil (EGC - apprentissage),Techniques de construction
Materiaux (MAT),Insertion professionnelle a revoir.  Le marche des materiaux offre peu (ou tres peu) de poste en R&D auxquels la formation de polytech prepare. Il faut elargir la formation aux metiers de la production de la qualite etc.
Materiaux (MAT),Gestion de projet
Genie Biologique et Agroalimentaires (GBA),Management/Gestion de projet interactions contenant/contenu interactions entres ingredients impacts des procedes technologiques sur le contenant/contenu impacts de l'environnement interne/externe et du milieu sur le produit etc...
Sciences et Technologies de l'Eau (STE),Absolument les SIG 
Informatique et Gestion (IG),Il faudrait renforcer les projets informatique. Beaucoup trop de personnes ayant suivi la formation IG n'ont aucune idee de comment monter un projet comment developper (bonne pratiques) et comme deployer un projet.
Sciences et Technologies de l'Eau (STE),Gestion d'entreprise compta management informatique
Sciences et Technologies de l'Eau (STE),Chimie Analytique Anglais
Microelectronique Et Automatique (MEA),Les projets mais j'ai eu l'ancien programme ou il y en avait moins
Energetique - energies Renouvelables (EnR),Des enseignements qui presentent les methodologies reellement appliquees dans les entreprises. (par exemple: prospection analyse de marche recherche de prestataires verification du respect des normes...)
Mecanique et Interactions (MI),Tout depend de l'orientation de carriere que l'on souhaite. Pour ma part je fais beaucoup d'elements finis et malgre le nombre important d'heures consacre a cette activite je ne me sers quasiment de rien de ce que j'ai appris en cours.
Energetique - energies Renouvelables (EnR),Les cours techniques sur les logiciels type SIG ou autres. Les enseignement sur le management de projets. Et puis tous les cours type eolien solaire que nous avions
Sciences et Technologies de l'Eau (STE),SIG.
Systemes Embarques (SE - apprentissage),Gestion de projet CEM Gestion d'entreprise Anglais 
Energetique - energies Renouvelables (EnR),C'est bien beau de savoir dimensionner une centrale solaire ou parc eolien mais encore faut-il connaitre l'integralite des demarches administratives et d'urbanisme qui ont lieu en amont.
Eau et Genie Civil (EGC - apprentissage),- Maitrise d'&oeliguvre - modelisations hydraulique sous pression (EPANET / PORTEAU /...)
Mecanique et Interactions (MI),Il faut mettre plus de modules de programmation! Python est un must matlab est inutile!  Les modules de conception assiste par ordinateur sont aussi trop legers. Une plus large maitrise de Solidworks ou Catia aideraient grandement a l'employabilite.
Materiaux (MAT),Le cote industrialisation de tous les materiaux etudies
Genie Biologique et Agroalimentaires (GBA),L'outil informatique avec Excel et access (les maccros surtout et les tableaux dynamiques) et les erp. Ces trois logiciels sont forcement presents en entreprise et j'en utilise 2 tout les jours.   Le management aussi c'est au coeur de beaucoup de metier. 
Energetique - energies Renouvelables (EnR),Moins de theorie axe recherche et plus de theorie axe pratique 
Materiaux (MAT),Je pense que l'ecole aurais pu approfondis plus sur la chimie organique/inorganique. 
Informatique et Gestion (IG), 
Genie Biologique et Agroalimentaires (GBA),Management Gestion des equipes Communication 
Genie Biologique et Agroalimentaires (GBA),Communition - management - gestion entreprise
Materiaux (MAT),NSP
Sciences et Technologies de l'Eau (STE),SIG 
Materiaux (MAT),Codage excel macro
Energetique - energies Renouvelables (EnR),Energie solaire conduite de projets visite d'entreprises
Sciences et Technologies de l'Eau (STE),En fonction des projets de chacun des specialites seraient bienvenues
Informatique et Gestion (IG),Big data 
Genie Biologique et Agroalimentaires (GBA),LEAN management et amelioration continue (spe ITOI) on 'survol' tout alors que les metiers en rapport avec l'amelioration continu sont TRES TRES recherche par rapport a des emplois comme R&D qui n'ont au final pas tant de debouche que cela.
Systemes Embarques (SE - apprentissage),Aucun
Systemes Embarques (SE - apprentissage),Gestion de projets Bus de donnees 
Informatique et Gestion (IG),Business Intelligence creation d'entreprise 
Mecanique Structures Industrielles (MSI - apprentissage),Management
Mecanique Structures Industrielles (MSI - apprentissage),Enseignent technique
Mecanique Structures Industrielles (MSI - apprentissage),Utilisation d'un erp en production 
Eau et Genie Civil (EGC - apprentissage),Axer tous les enseignements sur des etudes de cas. 
Mecanique Structures Industrielles (MSI - apprentissage),Metallurgie Codes de construction (CODAP CODETI ASME etc..) normes et reglementations.
Mecanique Structures Industrielles (MSI - apprentissage),Materiaux
Eau et Genie Civil (EGC - apprentissage),Les enseignements concernant la geologie et l'hydrogeologie pourraient etre approfondis car tres utiles dans mon metier actuel (Constructions souterraines fondations etc...).
Mecanique Structures Industrielles (MSI - apprentissage),Gestion de projet management 
Mecanique Structures Industrielles (MSI - apprentissage),Gestion de projet 
Mecanique Structures Industrielles (MSI - apprentissage),Pliage roulage de tole croquage NF EN ISO 3834.
Eau et Genie Civil (EGC - apprentissage),Le cote redactionnel
Eau et Genie Civil (EGC - apprentissage),Eurocodes formation au logiciel SCIA.
Eau et Genie Civil (EGC - apprentissage),Traitement de l'eau usee et potable chimie droit de l'eau
Mecanique Structures Industrielles (MSI - apprentissage),Tous les enseignements autour de la communication et du management.
Mecanique Structures Industrielles (MSI - apprentissage),L'anglais et le francais probablement.
Eau et Genie Civil (EGC - apprentissage),Communication 
Eau et Genie Civil (EGC - apprentissage),GDP Structures
Mecanique Structures Industrielles (MSI - apprentissage),Management
Mecanique Structures Industrielles (MSI - apprentissage),Conception CAO (catia) Robotique / programmation 
Eau et Genie Civil (EGC - apprentissage),Les cours de procedes de chimie de beton 
Genie Biologique et Agroalimentaires (GBA),Communication
Genie Biologique et Agroalimentaires (GBA),Les UEs transversaux. Les interventions de professionnels pour faire decouvrir les divers metiers vers lesquels on peut s'orienter.  Des cours en anglais seraient interessants.
Genie Biologique et Agroalimentaires (GBA),Tous les enseignements professionnels de production 
Genie Biologique et Agroalimentaires (GBA),formulation
Genie Biologique et Agroalimentaires (GBA),Les cours en anglais 
Systemes Embarques (SE - apprentissage),Electronique analogique alimentation embarquees C C++
Genie Biologique et Agroalimentaires (GBA),Management Fonctionnement reelle d'une entreprise
Genie Biologique et Agroalimentaires (GBA),Les cours de Mr Cunault et de Mr Pain. Dans mes souvenirs nous avons eu un partiel ou il nous etait demande de realiser un dessin industriel alors que nous n'en avions jamais fait reellement. Quel dommage c'est un plus de connaitre au moins les notations pour les differents composants.  Plus de cours de probabilite (en 4 et 5 A)!!!
Eau et Genie Civil (EGC - apprentissage),L'organisation des chantiers Les missions de maitrise d'&oeliguvre 
Sciences et Technologies de l'Eau (STE),Marches publics
Sciences et Technologies de l'Eau (STE),Genie des procedes mais operationnel quelles technologies de traitement ? Quels fabricants ? Quels tarifs ? L'anglais (encore plus) La reutilisation des eaux usees Les SIG !!!
Sciences et Technologies de l'Eau (STE),Maitrise d'oeuvre 
Sciences et Technologies de l'Eau (STE),Traitement logiciels (epanet !!)
Sciences et Technologies de l'Eau (STE),Je pense qu'il serait tout de meme necessaire de mettre en place trois specialites des la 4A tout en conservant un tronc commun: hydraulique/hydrologie genie des procedes/assainissement et ecologie. Il me semble qu'un etudiant diplome de STE a des notions dans tous les domaines lies a l'eau ce qui lui permet d'acquerir une grande adaptabilite. Cependant il n'est expert dans aucun domaine ce qui peut-etre un veritable inconvenient dans le monde du travail.
Sciences et Technologies de l'Eau (STE),Modelisation hydraulique
Sciences et Technologies de l'Eau (STE),Logiciels type SIG...
Sciences et Technologies de l'Eau (STE),Gestion de projet Projets concrets pour utilisation de logiciels (Modelisation  autocar etc.)
Sciences et Technologies de l'Eau (STE),gestion de projet.  Chiffrage projet.  Technique de management.  Prise de parole pour communication institutionnelle.  Proposer en partenariat avec le association d'eleve de faire du theatre  L'ecole et le pole STE doivent pousser les grands comptes et ETI de la region (VEOLIA / SUEZ / ENGIE) pour faire des projets tutore en 4eme annee. Avec des heures de cours dediees.   
Genie Biologique et Agroalimentaires (GBA),Maitrise des outils informatiques 
Sciences et Technologies de l'Eau (STE),Trame verte et bleue etude des poissons depollution de sols
Sciences et Technologies de l'Eau (STE),/
Sciences et Technologies de l'Eau (STE),SIG Ingenierie et Ecologie des milieux aquatiques Gestion d'entreprise comptabilite Communication
Informatique et Gestion (IG),Genie logiciel management qualite
Eau et Genie Civil (EGC - apprentissage),Mecanique et RDM
Sciences et Technologies de l'Eau (STE),Pas d'avis
Sciences et Technologies de l'Eau (STE),Le volet Qualite / Securite / Environnement devrait etre renforce
Genie Biologique et Agroalimentaires (GBA),Communication 
Sciences et Technologies de l'Eau (STE),Chimie analytique de l'eau production d'eau potable et l'utilisation des differents logiciels.
Sciences et Technologies de l'Eau (STE),Traitement de l'eau hydraulique
Sciences et Technologies de l'Eau (STE),l'ecologie
Genie Biologique et Agroalimentaires (GBA),Management 
Microelectronique Et Automatique (MEA),Projets
Informatique et Gestion (IG),Reseaux
Eau et Genie Civil (EGC - apprentissage),Sans avis
Informatique et Gestion (IG),Plus de projet complet (technique commerciale logistique ...)
Informatique et Gestion (IG),La parties sur l'informatique decisionnel
Mecanique et Interactions (MI),Couplage medecine - mecanique 
Mecanique et Interactions (MI),Management de projet Statistiques/plans d'experience 
Mecanique et Interactions (MI),Conception assistee par ordinateur et design de piece mecanique. 
Mecanique et Interactions (MI),Robotique etude de cas conception approfondi
Mecanique et Interactions (MI),programmation   SQL et SI  une initiation a tout ce qui est machine learning peut-etre car avec l'emergence de tout ce qui est big data et digital c'est des competences qui sont tres demandees en entreprise de nos jours.
Mecanique et Interactions (MI),Plus de conception mecanique (et de CAO) et + de cours de mecanique en general
Mecanique et Interactions (MI),Conception mecanique Management de projet  
Informatique et Gestion (IG),Communication administration systeme
Mecanique et Interactions (MI),Mecanique : Faire des chaines de cotes Apprendre plus en detail les differents procedes industriels 
Mecanique et Interactions (MI),Conception Modelisations elements finis de systemes mecaniques
Mecanique Structures Industrielles (MSI - apprentissage),Anglais (Faire un voyage linguistique plus pertinent)
Mecanique Structures Industrielles (MSI - apprentissage),Management 
Mecanique Structures Industrielles (MSI - apprentissage),Management de projet : Il y a de nombreux postes de chef de projet industriel a pourvoir je pense que des cours specifique a ce poste apporterait un plus a la formation (organisation d'un projet avec plusieurs corps de metier animation de reunion gestion budgetaire planning les 'parades' a mettre en place pour faire face aux reclamations du client et des fournisseurs)
Mecanique et Interactions (MI),Conception mecanique 
Informatique et Gestion (IG),L'utilisation concrete des ETL et outils de reporting. 
Mecanique et Interactions (MI),- developper la culture mecanique generale pour aider a la conception de systemes en partant de zero (a travers les TP etc.) - comment passer d' une situation existante a une modelisation sur laquelle on peut effectuer des calculs (comment choisir les co
Informatique et Gestion (IG),Je ne me rappelle plus
Systemes Embarques (SE - apprentissage),Plus d'exemples de systemes embarques avec des astuces commentaires et experiences. En effet il y a mille et une facon de realiser certaines fonctionnalites mais plus insister sur des themes comme l'ergonomie l'autonomie et le rapport prix/performance au niveau analogique/numerique peuvent apporter un enorme atout lors d'un entretien ... Plus de programmation embarquee
Mecanique et Interactions (MI),Les enseignements lies a la robotique/automatique qui ne permettent pas a mon avis de s'orienter vers cette branche.
Mecanique et Interactions (MI),RDM
Mecanique et Interactions (MI),Eco-conception
Mecanique et Interactions (MI),CAO 
Informatique et Gestion (IG),La gestion de projet - les tests fonctionnel (on n'a eu que 3h sur toute la formation)
Mecanique et Interactions (MI),Robotique Biomedicale
Materiaux (MAT),TP de mise en forme de polymeres
Informatique et Gestion (IG),L'algorithmie les nouveaux langages
Informatique et Gestion (IG),Reseau compta
Materiaux (MAT),Cours de langues Je regrette de ne pas avoir eu plus de cours d'anglais 'professionnel'. Je regrette de ne pas avoir eu plus de cours d'allemand de mise en situation de vie reelle. 
Materiaux (MAT),Mecanique : plus de lien avec les secteurs industriels
Materiaux (MAT),la partie pratique des enseignements scientifiques (notamment tout ce qui concerne la partie travaux pratiques et ce des la troisieme annee)   Mes premieres semaines en entreprise m'ont permis de constater avec une certaine amertume que malgre des connaissances globales concernant les methodes analytiques je n'avais qu'une maigre experience pratique avec celles-ci.   Je suis persuade qu'une partie pratique plus approfondie a l'ecole m'aurait permis de comprendre beaucoup plus rapidement ces methodes au quotidien. Soit il y a les stages mais l'idee quand on arrive en stage c'est qu'il faudrait deja maitriser ces methodes au prealable.   Renforcer l'aspect technique au niveau de la deuxieme langue vivante l'allemand m'a permis de trouver un travail avant meme d'avoir termine mon stage de 5A. J'ai trouve mes stages et mon travail outre-Rhin avec une facilite deconcertante. Les cours a Polytech m'ont cependant paru trop courts mal places dans l'emploi du temps et reprenant des notions beaucoup trop basiques. 
Materiaux (MAT),Les cours d'insertion professionnels l'aide pour trouver un metier presentation des metiers d'ingenieur pour lesquels on a encore aucune idee maintenant.
Eau et Genie Civil (EGC - apprentissage),Projets organisations de chantier.
Materiaux (MAT),Cours de mecanique (RdM MMC) Cours de numerique (calcul scientifique methode des elements finis)
Materiaux (MAT),Peintures vernis et adhesifs Mecanique des milieux continus
Materiaux (MAT),Gestion et organisation d'une entreprise  
Informatique et Gestion (IG),Software engineering web development Git
Informatique et Gestion (IG),ERP
Informatique et Gestion (IG),Developpement mobile / IOT
Materiaux (MAT),Les enseignements informatiques (Excel VBA...)
Informatique et Gestion (IG),De maniere generale les matieres informatiques generales : pratique de programmation (design pattern conception) BD
Materiaux (MAT),management projet
